35,81,88,1,2,4
32,68,82,3,3,5
33,69,90,1,1,2
32,76,83,2,2,3
29,70,90,2,1,4
35,65,83,3,2,4
29,68,87,3,2,1
32,79,81,3,1,2
30,75,86,1,3,3
30,72,86,1,2,1
34,78,83,3,3,4
34,76,88,1,2,5
33,79,88,2,3,5
33,69,83,3,1,2
32,73,86,1,2,2
28,66,84,3,3,3
31,72,83,1,3,5
31,78,87,3,1,3
31,79,88,1,2,2
33,83,84,3,2,3
31,76,88,3,3,4
28,71,82,2,3,1
30,80,83,3,2,3
34,65,90,3,3,3
30,76,87,2,2,1
31,73,84,2,2,4
34,68,81,1,3,1
33,66,80,1,3,2
35,83,82,2,1,5
28,78,82,1,1,3
32,75,85,3,1,3
28,66,90,1,1,4
33,74,80,1,3,2
30,77,81,2,2,5
32,83,87,3,2,5
31,78,83,1,1,1
34,75,81,3,3,4
29,70,83,3,1,3
33,85,86,2,3,4
28,83,81,1,3,4
28,85,84,3,1,3
32,85,83,1,3,1
34,80,88,3,3,4
29,82,87,1,2,4
34,74,88,3,2,3
34,65,86,2,2,5
33,68,89,2,2,1
35,75,87,3,2,5
31,66,87,3,2,5
35,71,87,2,3,5
32,73,89,1,2,1
31,76,83,2,2,3
33,74,80,2,1,3
32,73,87,1,3,2
32,67,89,3,3,4
30,71,87,3,1,1
30,72,84,1,3,5
31,83,83,3,2,3
30,77,89,3,2,5
35,71,84,3,3,1
35,83,80,1,3,2
31,69,90,1,1,1
30,81,89,3,2,1
28,83,85,3,1,3
33,77,86,1,3,2
33,70,83,1,2,4
32,76,90,3,1,2
28,68,83,3,1,4
32,75,83,2,2,5
29,67,80,2,1,4
31,72,81,3,1,4
32,72,85,1,3,1
29,80,89,1,1,3
29,74,87,1,2,4
33,84,80,3,1,5
33,84,83,2,2,5
28,71,81,3,3,5
33,77,90,3,2,1
35,84,80,3,2,5
33,85,80,2,2,5
34,71,89,1,2,4
32,69,85,2,3,4
31,71,83,3,3,5
33,66,84,2,1,5
31,76,87,1,3,4
30,80,81,3,2,4
33,75,90,3,1,2
28,85,81,2,2,2
31,79,82,1,1,5
31,69,81,2,3,1
33,81,83,1,3,3
29,66,85,3,1,3
34,71,81,1,3,3
33,77,80,2,1,5
30,65,84,2,3,5
29,78,81,2,2,4
32,75,88,3,1,3
29,85,89,3,3,3
33,76,87,1,1,1
28,74,84,1,3,1
33,69,83,1,1,1
34,68,84,1,2,2
30,78,80,3,2,5
30,82,87,3,3,2
30,68,83,3,1,5
30,71,90,2,1,3
29,72,89,1,1,5
30,65,88,1,3,4
28,82,80,1,1,4
30,83,86,1,3,1
34,67,89,3,3,2
29,84,86,1,3,4
28,67,81,2,1,4
33,75,81,3,3,2
32,80,82,1,3,2
30,80,80,2,3,4
30,65,81,1,1,1
34,75,85,2,3,2
32,67,81,1,3,1
33,77,87,1,1,1
32,83,81,2,2,2
33,65,88,3,3,3
33,69,82,1,2,4
33,76,81,1,2,2
34,72,88,3,2,3
30,85,90,3,2,5
31,68,87,2,3,5
31,75,87,2,3,4
35,74,81,2,3,5
31,70,81,1,3,3
32,72,80,1,3,4
34,73,85,3,2,5
28,73,81,1,2,5
31,69,88,3,1,2
35,84,90,3,2,3
35,67,81,3,2,5
29,70,89,1,3,3
30,69,80,3,3,4
34,74,80,1,1,2
32,70,88,1,2,4
31,71,84,2,2,1
29,72,81,2,3,2
28,70,83,1,2,5
28,74,83,3,1,1
30,67,81,2,1,3
30,71,83,2,1,2
33,74,86,1,3,2
33,71,83,2,3,3
28,81,84,2,1,2
29,76,81,2,1,1
28,72,81,2,1,4
33,83,82,2,3,5
34,82,84,2,3,4
29,83,84,3,3,2
28,69,80,2,2,2
29,76,80,1,1,1
28,68,81,2,1,2
30,79,84,3,1,1
32,82,84,1,1,4
28,78,83,2,3,1
28,74,89,3,3,2
34,83,86,3,3,5
31,84,87,2,3,4
34,73,82,3,2,5
28,82,80,1,1,1
29,74,86,1,3,3
34,70,82,1,1,5
34,81,83,1,2,5
30,77,86,2,1,3
30,83,85,2,2,4
35,65,82,2,2,4
28,82,89,2,2,5
30,77,89,1,2,2
28,77,84,3,3,4
35,72,80,1,2,2
32,82,83,3,3,2
33,68,81,1,1,4
30,82,89,3,1,2
30,68,85,2,1,5
33,68,87,3,1,3
30,84,86,3,1,5
32,67,82,1,2,3
34,66,86,3,2,1
32,71,88,2,2,2
31,83,82,2,1,2
30,68,85,2,1,4
34,81,85,1,1,3
32,80,85,3,1,4
30,68,80,3,3,5
34,79,83,1,1,2
32,83,83,2,3,4
29,70,81,3,3,2
28,77,83,1,2,4
30,78,89,2,1,4
28,70,87,3,2,2
32,83,84,3,2,4
33,76,82,2,3,3
32,65,84,1,3,3
28,65,85,1,2,5
32,76,85,2,3,4
28,70,88,3,3,2
34,83,87,2,2,4
34,68,90,3,3,3
29,72,87,2,2,1
34,83,82,3,3,4
32,80,83,1,1,2
33,69,90,1,2,3
32,77,84,3,3,1
31,75,88,1,2,5
32,83,80,1,1,5
28,84,82,2,3,1
35,67,82,1,3,3
29,76,86,1,2,5
32,83,85,3,3,3
32,73,83,1,3,4
31,80,88,1,3,1
35,68,85,1,2,3
31,65,86,2,1,4
32,69,82,1,3,5
34,66,84,1,1,4
29,69,87,3,1,5
31,66,85,2,3,3
30,66,86,3,1,2
35,65,86,1,3,5
35,84,89,1,3,3
28,83,84,3,3,2
33,71,90,1,1,2
30,74,81,3,1,3
33,78,87,1,1,4
28,74,88,1,1,3
34,70,85,2,2,2
30,76,82,3,1,5
34,75,89,2,2,2
34,68,85,3,1,4
29,81,85,3,2,5
33,71,81,1,2,3
33,76,87,3,1,5
28,80,80,3,3,2
31,81,81,3,3,1
30,73,85,1,2,1
30,68,89,2,2,4
35,69,87,2,3,1
32,72,84,1,2,5
35,66,80,3,3,5
30,72,87,2,2,4
35,65,80,2,1,4
32,85,90,3,1,5
31,80,83,2,2,3
35,75,85,1,1,4
33,79,80,1,3,4
31,70,87,3,3,4
30,82,85,2,3,2
33,79,89,1,1,2
30,78,84,2,1,1
30,82,87,1,2,1
32,80,90,1,1,2
31,75,85,2,1,1
28,69,90,3,1,1
32,74,80,1,2,5
35,84,87,2,1,3
35,65,88,2,1,3
28,85,80,2,2,2
35,65,88,2,3,5
34,80,87,2,2,1
33,76,88,2,3,5
32,82,85,1,1,2
31,65,81,2,1,2
33,74,86,2,3,1
33,82,84,2,1,4
33,65,85,2,3,2
28,69,86,2,2,1
35,77,84,1,1,5
29,70,82,3,2,2
30,80,81,1,1,1
28,73,81,2,3,4
29,79,84,3,2,3
28,76,90,2,3,1
28,81,89,2,3,1
34,82,88,3,3,4
29,76,87,3,2,1
32,84,90,1,2,3
31,76,90,3,1,4
33,67,88,2,3,1
35,83,86,1,3,3
30,84,90,3,3,4
35,73,80,3,1,3
33,80,82,3,1,3
33,74,81,3,2,2
35,69,85,1,2,1
28,75,83,3,2,4
30,82,84,2,1,3
33,79,81,2,1,4
33,84,82,1,2,5
28,84,80,2,3,4
34,71,84,1,3,2
29,65,88,3,1,1
34,82,81,3,2,3
30,68,88,1,3,2
31,84,88,1,3,4
33,74,87,1,1,4
31,80,86,3,1,2
28,79,89,3,1,5
32,67,86,2,3,5
32,80,86,1,2,4
31,83,86,2,3,3
30,73,88,2,3,4
30,83,84,2,2,2
28,77,90,2,2,1
29,76,89,3,3,5
33,75,89,1,2,3
32,83,90,2,2,1
32,69,80,1,3,2
32,78,90,1,1,2
28,71,80,3,1,3
29,77,80,2,3,3
35,71,82,3,3,5
35,77,85,2,3,5
34,84,87,1,3,1
28,82,83,1,3,2
32,72,90,3,2,2
30,77,89,1,2,4
28,77,83,3,1,1
30,71,85,2,3,2
30,76,88,1,2,3
30,79,83,2,3,3
29,69,83,1,1,4
31,75,82,2,3,3
29,66,86,2,1,3
28,67,84,2,1,2
29,68,90,2,3,4
35,75,90,1,1,2
29,85,89,2,1,1
35,77,87,3,3,2
30,73,88,1,1,2
33,74,86,3,2,5
29,71,88,2,1,1
29,77,83,2,1,1
28,78,88,1,2,4
31,73,84,2,2,1
34,77,90,2,2,2
32,75,81,2,3,4
34,76,88,3,3,5
33,69,83,1,1,1
32,68,89,3,1,4
34,73,87,1,3,3
28,84,90,1,3,5
35,80,87,1,1,3
34,72,81,2,1,2
28,72,87,2,2,2
28,70,85,2,1,1
32,68,80,1,1,3
34,85,86,2,1,5
30,67,87,3,3,4
29,78,84,1,1,2
35,83,90,1,1,3
31,73,85,1,3,4
32,74,89,3,1,5
35,74,84,1,1,4
28,85,85,2,1,4
33,73,87,3,3,1
28,85,85,1,1,1
31,67,86,3,2,2
30,68,89,3,3,3
33,80,84,1,1,1
29,84,86,2,2,4
35,65,87,3,3,4
33,79,83,2,2,2
35,69,88,2,2,2
28,77,82,2,3,2
33,76,89,2,3,2
32,72,81,3,3,1
29,66,84,2,2,2
35,67,84,3,3,1
30,76,83,2,1,2
29,70,84,2,1,3
29,76,85,2,1,5
35,85,84,2,3,2
32,75,84,1,2,5
34,79,88,1,2,5
35,84,81,1,3,4
32,74,90,3,3,2
28,65,89,1,3,3
29,82,85,2,2,1
35,75,83,2,1,2
34,83,88,3,1,5
30,74,84,1,2,1
33,75,83,3,3,4
28,73,80,2,2,3
31,70,84,1,1,5
30,82,90,1,2,1
35,79,84,1,2,4
31,71,83,3,1,2
35,72,84,3,2,4
28,70,81,2,2,4
29,67,87,1,3,1
30,81,84,1,3,4
31,81,83,2,1,3
33,73,88,2,2,5
31,71,82,3,1,1
31,65,86,3,3,5
29,72,85,3,3,5
30,67,87,1,2,3
33,67,86,3,3,4
35,76,82,3,3,1
30,80,80,3,2,1
34,71,84,1,3,5
30,71,85,3,2,1
32,74,87,2,2,1
28,65,80,1,1,5
32,79,81,2,2,2
28,82,87,1,2,5
28,68,87,3,1,5
30,81,80,3,1,3
29,71,80,1,1,3
34,83,90,1,3,2
31,83,85,2,2,3
35,67,81,2,1,1
34,73,86,1,2,2
35,71,82,2,1,5
35,71,80,3,1,2
33,66,90,1,2,3
30,83,89,1,1,1
29,66,89,1,2,2
28,84,88,3,3,4
28,81,90,1,2,5
34,82,81,1,2,2
32,83,84,2,1,4
29,83,83,2,2,3
29,76,84,2,1,3
31,77,84,2,1,4
28,73,88,3,1,5
32,67,85,3,3,5
35,65,88,2,1,1
28,75,81,2,3,5
32,67,83,1,1,5
35,67,87,2,3,5
34,69,82,3,2,2
30,80,80,1,2,4
30,66,88,3,3,4
34,71,80,2,1,4
29,76,84,2,3,1
31,82,85,1,2,1
34,71,81,1,2,4
33,65,90,3,3,1
32,65,85,1,2,2
33,75,89,1,3,4
31,77,82,3,1,1
29,76,84,3,2,5
30,69,80,3,1,2
31,70,87,2,2,3
35,68,81,1,2,4
35,70,85,1,3,4
34,68,81,2,1,2
35,78,82,3,3,5
28,81,87,3,3,1
31,75,83,3,1,3
30,75,81,3,2,2
34,85,85,2,3,2
29,82,86,3,2,4
28,65,81,2,1,3
31,67,85,1,1,2
33,79,88,1,2,3
34,75,89,1,3,5
32,76,85,3,2,3
29,82,85,3,1,4
32,69,85,2,1,5
32,65,89,3,2,3
35,65,84,2,1,5
32,75,90,1,1,2
34,76,87,3,2,5
33,74,80,2,1,5
29,79,86,1,1,4
33,76,86,2,2,1
32,69,82,1,3,3
30,74,81,1,1,3
33,80,87,3,3,4
32,77,85,3,3,1
30,70,84,1,2,1
33,74,84,3,2,1
31,83,87,3,2,1
30,81,87,3,3,3
29,66,88,2,2,1
29,77,87,3,2,2
33,71,87,2,3,4
34,76,90,2,2,5
35,65,90,3,3,4
33,70,86,2,2,3
33,82,89,2,1,1
30,71,88,1,2,5
31,82,87,2,2,1
34,80,86,3,2,5
33,66,89,3,1,1
28,85,83,1,1,2
34,78,80,1,2,3
35,82,80,1,2,1
31,84,87,1,1,2
30,85,82,1,3,2
35,73,86,2,2,3
31,79,83,3,3,2
32,77,84,2,1,5
30,82,89,3,2,3
33,77,90,1,1,1
34,80,87,1,1,2
28,77,90,1,3,5
32,84,81,3,3,5
30,74,80,2,3,2
29,82,83,2,1,1
32,69,88,3,2,2
29,72,81,2,1,2
35,79,83,3,1,1
32,83,85,2,3,4
34,85,86,1,2,3
29,66,87,1,2,1
30,78,80,3,1,1
33,71,88,2,1,2
31,72,88,1,3,5
29,79,88,2,2,4
34,66,85,2,1,4
28,77,83,2,2,4
29,80,87,3,2,3
30,81,83,2,2,2
30,84,86,3,1,1
30,82,87,2,1,2
35,83,87,1,2,3
28,85,89,3,3,1
28,74,87,1,2,1
35,66,87,1,1,5
31,77,83,2,2,3
30,72,84,1,3,4
31,67,81,2,3,3
31,83,81,3,2,3
29,78,80,1,1,5
28,78,86,1,2,2
33,83,80,2,1,1
29,80,88,2,1,1
28,85,82,3,3,4
34,73,90,2,2,4
28,84,90,1,3,5
35,78,81,2,2,1
32,85,82,2,2,5
33,82,82,2,2,3
32,80,84,2,2,4
30,83,83,2,1,2
29,74,84,2,1,2
35,74,82,1,3,5
31,79,89,3,1,4
33,72,83,3,1,2
32,69,86,1,3,2
33,69,84,3,3,1
32,72,82,1,3,5
34,73,82,2,3,3
33,79,80,3,2,3
32,74,82,2,3,5
34,85,86,1,1,4
34,79,89,1,3,4
35,84,87,3,3,1
28,72,85,2,1,4
29,71,86,2,2,1
30,79,83,1,2,1
31,69,87,1,2,4
34,84,81,3,2,2
32,72,87,2,1,5
28,75,88,2,1,1
34,77,82,3,3,3
29,70,87,3,1,5
29,82,82,3,2,3
30,73,85,3,2,1
28,71,83,2,2,5
29,72,83,2,1,2
30,83,81,3,3,1
33,83,85,2,2,4
32,83,90,2,1,5
32,76,85,1,2,1
32,72,84,3,1,2
29,84,82,2,2,2
32,71,88,1,2,1
29,71,88,3,3,2
34,79,90,2,2,3
34,68,83,3,2,5
29,65,80,3,2,5
35,68,88,3,2,4
31,66,80,3,3,5
29,84,89,1,1,3
29,65,88,1,2,3
33,69,88,1,2,1
28,80,86,3,2,5
32,74,81,2,3,3
32,82,84,2,3,1
32,68,82,1,2,1
28,78,90,2,1,2
31,81,86,3,1,5
30,75,89,3,3,4
